0.1 0.677839158
0.2	0.661481694
0.3	0.643423595
0.4	0.641016076
0.5	0.634681545
0.6	0.622432533
0.7	0.642604742
0.8	0.608646996
0.9	0.569408415
1	0.555561538
1.1	0.544864931
1.2	0.504904889
1.3	0.510318393
1.4	0.471901089
1.5	0.466295191
1.6	0.409318267
1.7	0.397464515
1.8	0.396376566
1.9	0.34485338
2	0.324968886
2.1	0.302561625
2.2	0.292673304
2.3	0.27666344
2.4	0.225064368
2.5	0.203681749
2.6	0.221671512
2.7	0.165237541
2.8	0.16293228
2.9	0.151683812
3	0.16779732
3.1	0.139375407
3.2	0.134737494
3.3	0.121923667
3.4	0.082047035
3.5	0.084924918
3.6	0.104563525
3.7	0.054845493
3.8	0.063077337
3.9	0.041583666
4	0.06045122
4.1	0.046703891
4.2	0.046759323
4.3	0.047301978
4.4	0.017170464
4.5	0.014684771
4.6	0.052709159
4.7	0.039198952
4.8	0.031843409
4.9	0.036813752
5	0.017463965
5.1	-0.003523647
5.2	0.003237262
5.3	-0.000131642
5.4	0.020290872
5.5	0.002717682
5.6	-0.005986299
5.7	0.033013762
5.8	0.024071078
5.9	0.020421351
6	-0.002902245
6.1	-0.006085296
6.2	-0.016332993
6.3	-0.014974875
6.4	0.013991978
6.5	-0.006029592
6.6	0.015246177
6.7	-0.009960377
6.8	0.027479707
6.9	0.00219167
7	0.013729638
7.1	-0.006112652
7.2	0.015779566
7.3	-0.021771986
7.4	0.01452687
7.5	-0.022247833
7.6	-0.020179927
7.7	-0.005917019
7.8	0.017592288
7.9	-0.021706396
8	-0.007470082
8.1	-0.012102271
8.2	0.005232498
8.3	0.000293874
8.4	0.018591997
8.5	0.01903539
8.6	-0.004063856
8.7	0.022683631
8.8	-0.024305449
8.9	0.019930588
9	0.014491649
9.1	0.017796314
9.2	-0.01584234
9.3	0.010041731
9.4	-0.015606963
9.5	0.003333418
9.6	-0.013782528
9.7	0.000547058
9.8	0.02467399
9.9	0.020996972
10	-0.005779143
10.1	-0.011862974
10.2	0.008060808
10.3	-0.020096073
10.4	0.011636292
10.5	-0.023723636
10.6	-0.005816504
10.7	-0.000927302
10.8	-0.010924517
10.9	0.021707936
11	-0.004149843
11.1	-0.020133273
11.2	0.001212585
11.3	-0.017637213
11.4	-0.015146545
11.5	-0.004014699
11.6	0.019158776
11.7	-0.018243868
11.8	-0.004238404
11.9	-0.001383449
12	-0.003333874
12.1	-0.011970953
12.2	-0.012117787
12.3	-0.004078006
12.4	0.012672058
12.5	-0.015692892
12.6	0.01920239
12.7	-0.003474745
12.8	-0.009320463
12.9	-0.008291068
13	0.02393639
13.1	-0.024290566
13.2	-0.011768653
13.3	0.011398611
13.4	-0.012579557
13.5	-0.014782794
13.6	-0.010670676
13.7	0.023387713
13.8	0.01646616
13.9	-0.001554944
14	-0.012331637
14.1	-0.022772979
14.2	0.007993898
14.3	-0.017299606
14.4	0.004227512
14.5	-0.022457619
14.6	-0.008947133
14.7	-0.00789844
14.8	0.017179039
14.9	-0.013621515
15	0.012690198
15.1	0.015211518
15.2	-0.02324137
15.3	-0.008739829
15.4	0.015311467
15.5	-0.00157231
15.6	-0.007395139
15.7	0.023900769
15.8	-0.00785482
15.9	-0.001230796
16	0.004078818
16.1	0.012053123
16.2	-0.000506913
16.3	0.009488955
16.4	0.018844678
16.5	0.019709753
16.6	0.012123064
16.7	-0.008054793
16.8	-0.000529522
16.9	-0.003819318
17	-0.002870904
17.1	0.01702242
17.2	0.010871469
17.3	0.014365703
17.4	0.002281636
17.5	0.012793359
17.6	-0.005583363
17.7	-0.016803133
17.8	-0.002438498
17.9	0.014932937
18	0.023065591
18.1	0.004648023
18.2	-0.01398062
18.3	0.023290901
18.4	-0.021972329
18.5	-0.012557227
18.6	-0.014333201
18.7	-0.008346598
18.8	-0.016576294
18.9	0.013187933
19	-0.012485293
19.1	-0.011182179
19.2	-0.019022716
19.3	-0.001969267
19.4	0.017843491
19.5	-0.004799684
19.6	0.002678422
19.7	-0.006630166
19.8	0.016227895
19.9	0.015115749
20	-0.015972435
